origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1451250,1.48059E+18,"@AlwynPrincel @Marty_Shannon @TomCottonAR Their ""block"" doesn't matter, here are some things that do though.

1. ""Illegals"" won't be able to vote in NYC Local Elections.  They have to be LEGAL US Residents.

2. It's not unprecedented, and used to be the norm.",Mon Jan 10 17:19:30 +0000 2022,kittenhawk1,1/10/22,,,,
T4,97743,1.78114E+18,"@RepKeithSelf Thanks for letting us know that you put propaganda over democracy.

If you cared about securing our border, you'd be pushing for immigration court funding.",Fri Apr 19 02:15:55 +0000 2024,kittenhawk1,4/18/24,,,,
T3,1580679,1.6564E+18,"@energydad9965 @SenatorSinema Title 8 is a comprehensive set of US laws dealing with border security and immigration.  Title 42 is a tiny temporary hold on border traffic that can be put in place by the Surgeon General until pandemic measures can be implemented.

There's a world of difference.",Wed May 10 20:47:49 +0000 2023,kittenhawk1,5/10/23,,,,
T4,334643,1.77815E+18,"@dorisberriz @RealHickory You're going way outside the box now.

Yes, America is a country of immigrants, but the phrase ""America First"" isn't about that, it's very anti-immigration.",Wed Apr 10 20:03:27 +0000 2024,kittenhawk1,4/10/24,,,,
T3,1560594,1.64692E+18,"@33Dae33 @energydad9965 @dorisberriz @artistminer @amuse DACA Recipients are legally in the US, as per... DACA.  They can legally go to school, they can legally work, and they are protected from Deportation.  They are tax-paying US Residents, not ""illegals.""",Fri Apr 14 16:55:20 +0000 2023,kittenhawk1,4/14/23,,,,
T4,207331,1.78045E+18,"@dorisberriz @BillMelugin_ @JennieSTaer Immigrants and US-born Men Without Any College Education, With or without a High School education 1940-2019 https://t.co/mNPqJ9K1Tf",Wed Apr 17 04:33:54 +0000 2024,kittenhawk1,4/16/24,,,,
T4,702958,1.77674E+18,"@KimWexlerMAJD I think that we should step back and do it wisely and do more with less money, yes.  

I'd much rather pay a lower amount to address immigration reform and immigration courts than pay a much larger amount to build tons of new prisons.  

I oppose wasteful government spending.",Sat Apr 06 22:23:59 +0000 2024,kittenhawk1,4/6/24,,,,
T2,1239048,1.47443E+18,"@jackjones1776 @RepTenney New York Post is a tabloid. Read the article. It's about asylum seekers. So legal immigrants. And no, legal immigrants don't have a choice, they have to get vaccinated to be approved.",Fri Dec 24 17:35:59 +0000 2021,kittenhawk1,12/24/21,,,,
T4,518253,1.77521E+18,@HollywoodDan @Laf20181 @mitchellvii @MarkHamill So you want to create the DHS Disinformation Governance Board to counter those telling immigrants the wrong way of doing it?,Tue Apr 02 17:18:12 +0000 2024,kittenhawk1,4/2/24,,,,
T4,712298,1.77528E+18,"@HollywoodDan @Laf20181 @mitchellvii @MarkHamill You're not, because you're attributing something to democrats which isn't in the democratic party platform.

Democrats aren't ""for an open border"" because we don't have one. Democrats are for immigration reform, which isn't the same thing.",Tue Apr 02 21:41:03 +0000 2024,kittenhawk1,4/2/24,,,,
T4,702682,1.77695E+18,@insatiablevine Congress needs to fund the immigration courts and pass immigration reform.,Sun Apr 07 12:21:01 +0000 2024,kittenhawk1,4/7/24,,,,
T4,143598,1.78102E+18,"@ThisWeekABC ...""unhoused"" AMERICANS because the 10 million illegal immigrants, sex slaves, drug dealers &amp; terrorists @potus @joebiden invited into America are now sleeping in Manhattan high rises, elementary and high schools, various public buildings and spaces rented by local governments.",Thu Apr 18 17:55:04 +0000 2024,larry4000,4/18/24,,,,
T3,1512154,1.64847E+18,"@ThisWeekABC @MayorOfLA 
Since L.A. has lost 90,000 people to emigration to red states, shouldn't here be ABUNDANT housing available to take care of the homeless?",Tue Apr 18 23:46:09 +0000 2023,larry4000,4/18/23,,,,
T4,564578,1.78036E+18,"@TheAndersPaul @politicalwilli So why aren't Republicans going to @fedex copy centers, printing up 100,000 ballots, going to a ""sanctuary city"" like Athens, hiring an illegal to deliver ballots to @GwinnettGov?

Clearly @GaSecofState would NEVER complain about such a practice.",Tue Apr 16 22:16:04 +0000 2024,larry4000,4/16/24,,,,
T4,85951,1.78204E+18,"@ThisWeekABC @jonkarl .@RepMcCaul 
""Open Border Mike"" now stands solidly in favor of the U.S./Mexico slave trade, in favor of bountiful fentanyl, with the pedophiles preying on the 400,000 ""unaccompanied minors"", with @potus @joebiden inviting in hundreds if not THOUSANDS of terrorists into America.",Sun Apr 21 13:25:48 +0000 2024,larry4000,4/21/24,,,,
T4,569673,1.77995E+18,"@DailyMail California and Los Angeles FINALLY achieving the goals of their ""SANCTUARY CITY/STATE"" policies.",Mon Apr 15 19:06:33 +0000 2024,larry4000,4/15/24,,,,
T2,1194341,1.47654E+18,"Fearing for their lives, Mexicans fled a gang-ruled town. Now they seek political asylum in California https://t.co/isMxpemaXu",Thu Dec 30 13:20:00 +0000 2021,latimes,12/30/21,,,,
T3,1512020,1.65638E+18,"Asylum seekers from as far as China and Africa wait for hours daily at this desolate spot near the Cocopah Indian Reservation and Somerton, Ariz.

https://t.co/B65EVtDKgx",Wed May 10 19:10:00 +0000 2023,latimes,5/10/23,,,,
T2,1319156,1.48059E+18,"Tucked behind the boarded-up buildings of this small city's struggling main drag is an arsenal of innovation that Mayor Rey León calls the Green Raiteros. 

It has put Huron on the map as perhaps the greenest migrant farmworker community in the country.

https://t.co/aNdQfFzWwA https://t.co/Fjqgrrw5aj",Mon Jan 10 17:38:24 +0000 2022,latimes,1/10/22,,,,
T4,17288,1.78204E+18,Opinion: The immigration system can bend toward justice. One Orange County man's case shows how (via @latimesopinion ) https://t.co/go78PbQQ1j,Sun Apr 21 13:31:03 +0000 2024,latimes,4/21/24,,,,
T3,1517739,1.65639E+18,"Beginning Friday, Biden administration plans to offer some migrants a chance to voluntarily return to Mexico.

If they accept voluntary return, migrants can apply for legal entry into the U.S. if they have a financial sponsor &amp; can pass security checks.

https://t.co/KWs4EyJTCP",Wed May 10 20:00:05 +0000 2023,latimes,5/10/23,,,,
T4,165655,1.78174E+18,"Let me see if I got this shit right:

If I just give Mr. Senile Ass Joe Biden 4 more years, i can have:

More open border traffic.

Unlimited illegals. 

More protest marches for Hamas.

More psycho trans women doing whatever the fuck they wanna do.

And all I have to do is vote for it?

Fuck That Noise.

I ain’t crazy.

I’m voting for MR. DONALD J. TRUMP so I can get some sanity back!",Sat Apr 20 17:26:34 +0000 2024,lavern_spicer,4/20/24,,,,
T2,1244702,1.47378E+18,"This Communist Pope says “no country can exempt itself from the obligation to take in migrants"".

Let him prove that by opening Vatican City to widespread immigration.

Surprised that homie didn't pick the name Pope Karl.",Wed Dec 22 22:13:01 +0000 2021,lavern_spicer,12/22/21,,,,
T4,215713,1.78147E+18,She called Mayor Brandon Johnson out and put his ass on front street. People are tired of the double standard. If you can help the illegals help your taxpayers and stop the dumb sh$t.,Fri Apr 19 23:48:05 +0000 2024,lavern_spicer,4/19/24,,,,
T4,89012,1.78203E+18,"Dear Hillary Clinton:

You need to shut right the fuck up about what Donald Trump will do when he’s president.

We already know.

WE HAD 4 YEARS OF HIM ALREADY.

But we also know what Biden DID DO when he was president:

He opened our border.
He started and funded wars.
He put illegals into everybody’s lives.
He made crime skyrocket by doing that.

And his senile ass will continue to do all that for the next 4 years.

So please BITCH!

Crawl back down into your hellhole and resume being irrelevant.

America told you to go fuck yourself in 2016.

Why the fuck didn't you listen?",Sun Apr 21 13:07:16 +0000 2024,lavern_spicer,4/21/24,,,,
T4,356589,1.77776E+18,"illegal immigrants are one of the largest population issues taking place at the border. I don't know where they are declining for years at, but damn sure, it isn't here in the USA.",Tue Apr 09 18:23:47 +0000 2024,lavern_spicer,4/9/24,,,,
T4,265953,1.77932E+18,@JimMcMurtry01 Very few whites working in stores and restaurants now. Over 1.5 million immigrants a year. Most non white. Its replacement.  Seamus O is the most hateful anti white labour minister ever. Provincial counterparts are pro replacement too. There is no DEI in non white cpuntries,Sun Apr 14 01:26:56 +0000 2024,leighgt,4/13/24,,,,
T4,423501,1.77665E+18,"@JohnArthurRyan When people say we are all immigrants the battle is lost. Its like saying there is no such thing as a Canadian  or American,.",Sat Apr 06 16:26:49 +0000 2024,leighgt,4/6/24,,,,
T4,267684,1.77929E+18,"If you're white! Do you care if people call you racist, bigot, xenophobe? Just had someone call me a bigot for saying immigrants are prioritized over poor whites",Sat Apr 13 23:14:35 +0000 2024,leighgt,4/13/24,,,,
T4,821271,1.77991E+18,"@JimMurp77852985 @liberal_party swamp English Canada with more refugees , illegals and people on  visitors visa s who decide to stay and steal jobs from Canadian students",Mon Apr 15 16:46:09 +0000 2024,leighgt,4/15/24,,,,
T4,269778,1.77925E+18,@AlbertaLeonidas Non profits given money to find apts for immigrants competing directly with Cdns .,Sat Apr 13 20:54:26 +0000 2024,leighgt,4/13/24,,,,
T4,471743,1.77585E+18,@PattyHajdu For immigrants,Thu Apr 04 11:36:55 +0000 2024,leighgt,4/4/24,,,,
T4,227230,1.78017E+18,@prettypatriotCA There is a full scale attack on white Canadians by this gov't. Massive immigration at same time cities are prioritizing housing subsidies for illegals and immigrants. Our labour minister labour policies are nothing but anti white programs.,Tue Apr 16 09:27:00 +0000 2024,leighgt,4/16/24,,,,
T4,56355,1.78157E+18,"We have a PM and 12 Quebec cabinet ministers  from Quebec. They operate outside our constitution. They do not recognize separation of powers as outlined in BNA . They have control of money, communications, and immigration. We are under the rule of Quebec.",Sat Apr 20 06:42:42 +0000 2024,leighgt,4/19/24,,,,
T2,1186056,1.47598E+18,@Domenic_Toronto IMHO lockdowns were nothing but a way for feds to get Cdns to sell their jobs to economic migrants through Cerb.,Wed Dec 29 00:06:19 +0000 2021,leighgt,12/28/21,,,,
T4,168737,1.7806E+18,@ICcrapdaily @GSawision @K4C @21bj42 @kpac_15 These high rise monstrosities are out of control. All over GTA but mostly in Toronto. This city is already a congested hole. Why do we allow Quebec elites in Ottawa to pour mass immigration here to insure Liberal ( Quebec) votes,Wed Apr 17 14:15:07 +0000 2024,leighgt,4/17/24,,,,
T4,455649,1.77607E+18,@JustinTrudeau Keep adding immigrants doesn't help,Fri Apr 05 02:00:38 +0000 2024,leighgt,4/4/24,,,,
T4,217398,1.78146E+18,"Would you like to see a breakdown of the colour and religion Trudeau gov't has admitted to Canada since first elected. We have gone from 15,000 refugees his first year to 130,000 a year today. Plus illegals us family reunification. Most to English Cd",Fri Apr 19 23:06:47 +0000 2024,leighgt,4/19/24,,,,
T4,309006,1.77861E+18,@AnitaAnandMP @cafreeland @SeanFraserMP @PamDamoff Non white Canadians and immigrants prioritized for subsidized housing. Illegals  before Cdns,Fri Apr 12 02:32:18 +0000 2024,leighgt,4/11/24,,,,
T4,23594,1.78204E+18,@prettypatriotCA @SeamusORegan @SaskOpenDoor Trolling the ethnic voting enclaves Liberals have been setting up in English Canada for decades. Seamus visits immigrant community in English speaking Canada. The immigrant message not popular in Qc,Sun Apr 21 13:41:13 +0000 2024,leighgt,4/21/24,,,,
T4,295114,1.77887E+18,There's not one level of gov't in Cd.  that doesn't have as a   central theme to put poor white Canadians  behind immigrants for assistance. Agree?,Fri Apr 12 19:29:05 +0000 2024,leighgt,4/12/24,,,,
T2,1466180,1.47952E+18,"@MSANNCOOPER @GBNEWS They're  flooding into every western country.  Canada population 38 million. India 1.5billion, China 1.5 billion. 2 countries out of 50 Asian countries. 3 billion. Then there's africa over 1billion. These are the areas we have mass immigration from",Fri Jan 07 18:40:27 +0000 2022,leighgt,1/7/22,,,,
T4,731833,1.77911E+18,It used to be a 2yr plus sentence would mean deportation so judges made sure the sentence never means deportation.,Sat Apr 13 11:28:33 +0000 2024,leighgt,4/13/24,,,,
T4,204991,1.78052E+18,"Is this the result of federal Liberal apprenticeship program. Paying $10,000 for each new employee including immigrants,$5000 for each white Cdn male",Wed Apr 17 08:56:47 +0000 2024,leighgt,4/17/24,,,,
T4,325320,1.78092E+18,@JustinTrudeau Pouring hundreds of thousands of refugees and illegals into English Canada every year and prioritizing them for subsidized housing over cdns,Thu Apr 18 11:05:55 +0000 2024,leighgt,4/18/24,,,,
T4,16345,1.78205E+18,@JimMcMurtry01 Look at European communities where rape has increased with immigration . Look at Rotherham England. All victims white girls,Sun Apr 21 14:01:22 +0000 2024,leighgt,4/21/24,,,,
T2,1415222,1.48055E+18,@hardyrenos Immigration was record highs for decades,Mon Jan 10 14:26:17 +0000 2022,leighgt,1/10/22,,,,
T2,1290423,1.4784E+18,@patiller @mybasementgrow @the_loyal_nine @thehill Are you concerned about all the illegal immigrants coming across the border untested and unvaccinated? I haven't seen you mention this.,Tue Jan 04 16:15:14 +0000 2022,lemon_anderson,1/4/22,,,,
T4,449757,1.77621E+18,@BensmanTodd I hope. I HOPE! That the American people aren't dumb enough to fall for this surreptitious stunt. He won't stop illegal immigrants from coming in for the good of American people but to fool us he will.,Fri Apr 05 11:45:59 +0000 2024,lemon_anderson,4/5/24,,,,
T3,1512133,1.65493E+18,@JennieSTaer @DailyCaller What kind of sanctuary city can't handle 1% of the aliens El Paso has to.,Sat May 06 19:13:15 +0000 2023,lemon_anderson,5/6/23,,,,
T4,498048,1.7755E+18,"""The prominent #CatholicCharities USA and its various related agencies, for example, while not among those operating south of the border alongside the United Nations, receive “tens of millions of dollars in federal subsidies to oversee illegal immigrant transportation” north of the Rio Grande and resettlement operations to various sanctuary cities inside of the US.""
#CatholicChurch
#Immigration
#BidenBorderBloodbath is using the church to import more Democrat voters to the US https://t.co/0XD7ShbsZ1",Wed Apr 03 12:07:02 +0000 2024,lemon_anderson,4/3/24,,,,
T2,1174051,1.47745E+18,@patiller @KennyHerbert2K @the_loyal_nine @thehill Nov. 2022 can't come soon enough. Bring some sanity to this woke insane asylum.,Sun Jan 02 01:35:49 +0000 2022,lemon_anderson,1/1/22,,,,
T2,1305627,1.47084E+18,@WashTimes Asylum offered?,Tue Dec 14 19:42:32 +0000 2021,localsdguy1,12/14/21,,,,
T3,1540496,1.65306E+18,@NBCNews will a sanctuary city cooperate here?,Mon May 01 15:33:13 +0000 2023,localsdguy1,5/1/23,,,,
T4,533298,1.77485E+18,"@Vltra_MK @laralogan I have 4 accounts, you're math might be off a little.  Also  immigrants can't vote, corp accounts, etc.. I'll guess 20M voters.",Mon Apr 01 17:41:56 +0000 2024,localsdguy1,4/1/24,,,,
T4,593163,1.77526E+18,@ClownWorld_ Why don't white euros emigrate to Canada or the U.S. anymore?,Tue Apr 02 20:18:07 +0000 2024,localsdguy1,4/2/24,,,,
T4,376104,1.77743E+18,@WashTimes illegal immigrants taking jobs from legal immigrants?,Mon Apr 08 19:56:47 +0000 2024,localsdguy1,4/8/24,,,,
T2,1230679,1.47432E+18,"Expats - or economic migrants as @pritipatel would call them.
https://t.co/ueWtLQjCqM https://t.co/Oiquy6gG7p",Fri Dec 24 09:56:33 +0000 2021,lolwestinghouse,12/24/21,,,,
T2,1364874,1.479E+18,"@davesumnersmith #Djokovic 's arrest and planned deportation from Australia is like the best thing that's happened since #COVID arrived on the scene.

#GetVaccinated https://t.co/pF66o11Iaf",Thu Jan 06 07:59:36 +0000 2022,lolwestinghouse,1/5/22,,,,
T2,1450507,1.48053E+18,"@UB5simon The Dutch don't really *do* facemasks, nor take the virus seriously. My family there report that even in Doctor's surgeries, the staff are unmasked.

Many are also driving over the border into Belgium to continue shopping, dining out etc.

Oh, and the schools go back today too!",Mon Jan 10 13:38:47 +0000 2022,lolwestinghouse,1/10/22,,,,
T3,1507322,1.65489E+18,"@AdamBienkov @GyllKing Where does #30pLee suggest we ""emigrate"" to?

Bearing in mind that #Brexit exterminated our right to live, trade, love and reside in 27 countries across Europe.",Sat May 06 16:55:20 +0000 2023,lolwestinghouse,5/6/23,,,,
T4,634316,1.78137E+18,"@lisaocarroll @BexBitchley “Let them get Green Cards for the US like we did,” squeals the Prime Minature…",Fri Apr 19 17:21:16 +0000 2024,lolwestinghouse,4/19/24,,,,
T2,1203159,1.4762E+18,"@jeffdets Sorry, not true!! You really don’f understand the asylum laws",Wed Dec 29 14:47:39 +0000 2021,loveamericatoom,12/29/21,,,,
T3,1542648,1.65291E+18,"@SalilKulkarniMD @muhil_ravi Dreamers have/HAD zero legal paths... ONLY ONE DACA. She applied for Green Card, a PATH, that is available to all H1-B, but because her country where she is from, miraculously gets 75% of all visas there are, there aren't enough GC for one year 7% cup.",Mon May 01 05:33:54 +0000 2023,loveamericatoom,4/30/23,,,,
T4,433447,1.77643E+18,"@gtinag_tina @ReichlinMelnick That said!! No one knows whether the SS has any restrictions! No one brings the card!! Only the number! So, the immigrants can start to build the credit or get hired if not asked for visa! BUT! If visa is not extended.. expired: No ID, NO US DL, No health insurance",Sat Apr 06 01:59:55 +0000 2024,loveamericatoom,4/5/24,,,,
T2,1400496,1.46791E+18,"@ReichlinMelnick Why immigration reform? We can make laws without it. But, when it comes to legalization, hands are tight.",Mon Dec 06 17:16:46 +0000 2021,loveamericatoom,12/6/21,,,,
T2,1395355,1.47024E+18,"@MarshaBlackburn Hello Missy!! 50% come legally! The terrorists entered legally!! Let’s create underground population so we can blame immigrants for taking our jobs, security, Covid... why immigration reform??",Mon Dec 13 03:36:09 +0000 2021,loveamericatoom,12/12/21,,,,
T3,1496461,1.65634E+18,"@TomiLahren Isn't that why are they all here? Because we shut border for 2 years?
And with 40K indentured visas a year for low skill workers without Green Card eligibility, the odds are that they would die before they get. https://t.co/uiXZ75Q35D",Wed May 10 16:57:14 +0000 2023,loveamericatoom,5/10/23,,,,
T3,1585861,1.65635E+18,@David_J_Bier The US immigration system is a ticking bomb... it is not a question if but when.,Wed May 10 17:30:53 +0000 2023,loveamericatoom,5/10/23,,,,
T3,1498524,1.65613E+18,@RepMattGaetz Number of visas for low skill workers: 40K a YEAR with not privilege for Green Card/life in US. Asylum gives them that. https://t.co/SxKm3lCGxx,Wed May 10 02:47:31 +0000 2023,loveamericatoom,5/9/23,,,,
T4,388240,1.77721E+18,"@HegerRichard @David_J_Bier The immigration system is set up to one solution to all immigrants problems: deportation. I am sorry to tell you that you are following a liar, mamipulator and looks like Steve is doing a great job to fool people.",Mon Apr 08 05:36:14 +0000 2024,loveamericatoom,4/7/24,,,,
T2,1134142,1.47524E+18,"@FAIRImmigration @YouTube What do you want Biden to do? Cancel illegal immigration by caging  kids or stopping DACA?? Hold on, how about deporting all 12 millions. Because millions are coming #undocumentedfamilysponsorship.",Sun Dec 26 23:06:14 +0000 2021,loveamericatoom,12/26/21,,,,
T3,1548680,1.65614E+18,"@RepDonaldsPress @WhiteHouse @PressSec LIES
US immigration law 1952 (communist era laws)
INA 208 makes it very clear that you don't have to apply for asylum at a port of entry, and you can apply even if you entered illegally.",Wed May 10 03:17:22 +0000 2023,loveamericatoom,5/9/23,,,,
T3,1556420,1.65564E+18,"@StrongBordersTX @GregAbbott_TX Remember when Biden sent an immigration reform package on day one? And no one cared? Remember when Obama, Bush did it and no one cared? Well, problems don't fix on their own. Do they?
No visa for low skill workers with Green cards? Asylum gives them work permits and green cards https://t.co/IYjpNZNIMF",Mon May 08 18:17:33 +0000 2023,loveamericatoom,5/8/23,,,,
T2,1117591,1.47923E+18,"@FAIRImmigration @BreitbartNews BORDER Crossers and “ Illegal Aliens” and Unaccompanied border crosser and illegal aliens, and asylum seekers port of entry crossers   and asylum seeker without port of entry seekers and UNDOCUMENTED FAMILY REUNIFICATION bc Congress likes cheap labor.",Thu Jan 06 23:22:31 +0000 2022,loveamericatoom,1/6/22,,,,
T3,1548809,1.65613E+18,"@GrahamAllen_1 INA 208 makes it very clear that you don't have to apply for asylum at a port of entry, and you can apply even if you entered illegally.",Wed May 10 03:09:00 +0000 2023,loveamericatoom,5/9/23,,,,
T4,654091,1.77671E+18,@HegerRichard @David_J_Bier How about you ask Ivana Trump too? Why do you think they got their Green Cards??? I can only guess. FREEDOM FROM INDENTURED SERVITUDE WORK VISAS THAT IS IMMOBILE AND TEMPORARY.,Sat Apr 06 20:38:39 +0000 2024,loveamericatoom,4/6/24,,,,
T4,433869,1.77642E+18,"@GregAbbott_TX Farm, construction, and all the low skill workers HAVE ZERO WAYS TO GET A GREEN CARD!! Ask legal immigrants from India that wait 100 years for GC. 

https://t.co/g9cLfSduL7",Sat Apr 06 01:26:01 +0000 2024,loveamericatoom,4/5/24,,,,
T4,389874,1.78062E+18,I'll repeat....check SSA's website on whether non-citizens can apply for SSI &amp; congress left loopholes to allow it for certain groups of illegals.,Wed Apr 17 15:35:02 +0000 2024,mary_shubert,4/17/24,,,,
T4,587942,1.78134E+18,"All the red states should do the same, thus all illegals would flood the blue states &amp; bankrupt them, because sanctuary cities should be cutoff from all grants &amp; Fed funding.",Fri Apr 19 14:58:47 +0000 2024,mary_shubert,4/19/24,,,,
T4,445760,1.77626E+18,Tuberculosis Cases Reported In Chicago’s Immigrant Shelters  https://t.co/1kjZZPzGyD,Fri Apr 05 14:50:24 +0000 2024,mary_shubert,4/5/24,,,,
T4,683493,1.78134E+18,Cook County reallocates $70M for migrants from health care to food service in Chicago  https://t.co/JOqa0UuAqu,Fri Apr 19 15:17:40 +0000 2024,mary_shubert,4/19/24,,,,
T4,243249,1.78134E+18,"Illegal UK Immigrant Who Protested With Sign Saying ""Migrants Are Not Criminals"" Pleads Guilty To Rape Of 15-Year-Old Girl  https://t.co/6IDJrHvz8G",Fri Apr 19 15:12:29 +0000 2024,mary_shubert,4/19/24,,,,
T4,392881,1.78061E+18,"@RepDanGoldman BTW, check out the crimes being committed in Chicago &amp; suburbs by illegals who seem to be under the impression that it's okay to break any &amp; all of our laws with Democrat approval.  Also bringing in dangerous diseases that are spreading.",Wed Apr 17 14:59:12 +0000 2024,mary_shubert,4/17/24,,,,
T4,118117,1.78099E+18,"@BasedMikeLee Who was Biden's legal counsel that argued in the case you cited during your speech that states can't fight Feds on immigration but remedy is either impeachment or #Defund govt?  I think since Schumer ruled out the 1st, Johnson should do the latter.",Thu Apr 18 16:05:48 +0000 2024,mary_shubert,4/18/24,,,,
T3,1499638,1.65602E+18,"@WSJ In Chicago, which declared itself a ""sanctuary city"", @LoriLightfoot immediately shipped illegals off to Burr Ridge (which is not a sanctuary city) in buses, where they were put up in ritzy hotels. I wonder who picked up the bill?",Tue May 09 19:15:58 +0000 2023,mary_shubert,5/9/23,,,,
T4,588284,1.78099E+18,Sanctuary Cities Set Migrant Sex Offenders Free Instead Of Handing Them Over To ICE  https://t.co/CO9ByJXxpd,Thu Apr 18 15:43:44 +0000 2024,mary_shubert,4/18/24,,,,
T2,1099801,1.47921E+18,@SayersTrish @ByrneBarry @RishiSunak Rishi decide send money abroad or look after the migrants here he cannot have it both ways we the tax payers cannot afford to save the world we have our own families to look out for we are all struggling Tory Rishi is taking the piss hes got got it wrong,Thu Jan 06 21:41:52 +0000 2022,maryfrom1972,1/6/22,,,,
T2,1089602,1.4795E+18,@ByrneBarry Why dont you do something for our homeless because our Goverment are looking after the illegual migrants above anyone else,Fri Jan 07 16:55:43 +0000 2022,maryfrom1972,1/7/22,,,,
T2,1088728,1.47951E+18,@Guineveres @ByrneBarry @Sharon444martin People will never use these hotels once the migrants go they will all be empty forever  good enough for them,Fri Jan 07 18:00:49 +0000 2022,maryfrom1972,1/7/22,,,,
T2,1215977,1.47486E+18,@Biggriffin4 @Sam54542076 @BorisJohnson @pritipatel Don't turn your back on your own look after them first what's this country going to end up like God only knows we cannot have illegual migrants roaming the streets doing what they like we don't know who they are the Goverment don't know,Sat Dec 25 21:51:47 +0000 2021,maryfrom1972,12/25/21,,,,
T2,1105726,1.47908E+18,@LordPearson @ShaitanIblis The people are talking about it all the time priti and the Goverment are not listening and doing nothing about these undocumented migrants the country cannot afford nor want all these people we do not have the infrastructure,Thu Jan 06 13:29:19 +0000 2022,maryfrom1972,1/6/22,,,,
T2,1198855,1.48017E+18,"Boris to scrap free lateral flow tests within weeks. 
More than £6 billion spent on mass testing.
They could have saved more money if over 30,000 illegal immigrants had not entered the UK &amp; given free lateral tests &amp; vaccines.

https://t.co/ySwbDdObq5 via @yahooNewsUK",Sun Jan 09 13:46:26 +0000 2022,mbga_uk,1/9/22,,,,
T4,131012,1.78182E+18,"Here we go again. Next Global Pandemic Likely To Be Caused By Flu Virus, Scientists Warn.
People wont accept anymore lockdowns, there will be civil unrest..
Piss take was while people were fined breaking lockdown, our Border Farce was bringing illegals in.
https://t.co/fopMXv22E7",Sat Apr 20 22:53:38 +0000 2024,mbga_uk,4/20/24,,,,
T2,1063203,1.47984E+18,"@Eloise98496253 The prospects we face are of a Labour win in 2024, then the outlook is to go from bad to worse.. 
No deportations, open borders and more rights for illegal entrants.. .",Sat Jan 08 15:38:51 +0000 2022,mbga_uk,1/8/22,,,,
T2,1305458,1.47085E+18,"Home Office takes the piss again confirms asylum seeker processing site at Manston’s former fire training centre. RAF Air Cadets &amp; Army Reservists based at the site have been given notice to move out. 
They have totally lost plot.  Un- fecking believable 

https://t.co/bw2OKyPlCj",Tue Dec 14 20:16:29 +0000 2021,mbga_uk,12/14/21,,,,
T2,1138995,1.47812E+18,"Labour: Health Secretary Wes Streeting said the government needed to urgently solve testing issue.
I tweeted to ask if his big mouth can solve it.
if they were not injecting 30,000 illegal migrants coming in on boats, it will free up testing.
https://t.co/9Y6VP7StvC via @Yahoo",Mon Jan 03 21:41:30 +0000 2022,mbga_uk,1/3/22,,,,
T2,1165020,1.47692E+18,"@coleman61041 Yes but the misery is spreading across the UK..
As people are moving out of London.
Undocumented migrants are being placed in areas that are struggling with public services &amp; crime is up..
So we will all pay in the end.",Fri Dec 31 14:05:57 +0000 2021,mbga_uk,12/31/21,,,,
T2,1089623,1.47875E+18,"The party who show no respect.
Kier told a member of the public i wont be lectured by you. Calls MPs cowards, liars etc.
Angela Rayner calls people scum bags.
Security: No mention of grooming gangs in labour areas &amp; objected to deportations of foreign criminals &amp; the Borders Bill https://t.co/5ITLMvWEPx",Wed Jan 05 15:44:24 +0000 2022,mbga_uk,1/5/22,,,,
T4,823035,1.7799E+18,"ISIS ‘Lone Wolves’ Will Attack Britain In MONTHS .
UK likely to raise threat level, warn terror experts.
And how many have came in for years on boats illegally.
Interpol stated in 2015 terrorist were masquerading as Refugees. Our Borders are a joke..
https://t.co/MwkDxzvgoE",Mon Apr 15 16:09:44 +0000 2024,mbga_uk,4/15/24,,,,
T4,318670,1.78095E+18,"@Telegraph 🚨These fools &amp; house of lords who claim RWANDA is not safe, yet it is in the top 10 of safest countries. Brits even holiday there.
Also Turkey, Greece &amp; Hungary defied the EU &amp; deported out thousands of illegal migrants in 2020.
Yet UK keeps bringing more in. https://t.co/Xzcdl3a0V7",Thu Apr 18 13:08:22 +0000 2024,mbga_uk,4/18/24,,,,
T2,1089146,1.47986E+18,"@LLTBR @Habbang There should be offshore processing. 
Even European countries &amp; a border officer specified that since 2015 Isis &amp; criminal gangs were masquerading as refugees and asylum seekers.",Sat Jan 08 16:56:52 +0000 2022,mbga_uk,1/8/22,,,,
T4,709554,1.77964E+18,"@BBCPolitics How can Yvette Cooper sit there &amp; be a Hypocrite.
Pathetic. This is Labour whose own MPs had thousands of children groomed, raped &amp; killed in Labour run towns for over 16 yrs.
Never backed deportations of foreign offenders.
Whose own MPs &amp; Mayor were against Stop &amp; Search.",Sun Apr 14 22:25:10 +0000 2024,mbga_uk,4/14/24,,,,
T4,257144,1.78128E+18,"@Karensense We have those doing us a favour by removing illegals from the UK, &amp; the clowns in this country are putting them in jail..",Fri Apr 19 11:26:29 +0000 2024,mbga_uk,4/19/24,,,,
T2,1181242,1.47706E+18,"Good post. 
Plenty of empty houses in Bulgaria.. 
Why not put all these asylum seekers &amp; refugees there.
We know why, no free healthcare, free food, welfare etc",Fri Dec 31 23:15:10 +0000 2021,mbga_uk,12/31/21,,,,
