,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
2159,T3,1579779,1.65612e+18,@CNN Democrats want the migrants so they can accommodate them..,Wed May 10 02:02:56 +0000 2023,frantruth,5/9/23,,,,,Democrats want migrant accommodate
2160,T2,1376990,1.47937e+18,We need to kick out ALL migrants in the UK ....and I mean ALL....!,Fri Jan 07 08:11:45 +0000 2022,freespeechmarty,1/7/22,,,,,need kick migrant UK mean
2161,T3,1563554,1.65625e+18,"@JeremyVineOn5 Since 1997 over 15 million migrants have come to our country , UKs population is now 70 million , if Labour and lib dems get into government in 2025 the population will go up to 90 million with open borders",Wed May 10 11:01:19 +0000 2023,freespeechmarty,5/10/23,,,,,since million migrant come country UKs population million Labour lib dems get government population go million open border
2162,T2,1376984,1.47937e+18,@GBNEWS The UK has a population of 67 million ...... 9.7 million are migrants - not born here kick them ALL out enough is enough ....!,Fri Jan 07 08:15:06 +0000 2022,freespeechmarty,1/7/22,,,,,UK population million million migrant born kick enough enough
2163,T4,653623,1.78153e+18,"My daily upkeep on the boat crossing and today 20th April ' 16,579 ' migrants crossed the english channel,  the invasion continues.... ! https://t.co/SUkykDZt7o",Sat Apr 20 03:38:43 +0000 2024,freespeechmarty,4/19/24,,,,,daily upkeep boat crossing today th April migrant crossed english channel invasion continues
2164,T3,1530364,1.65632e+18,"oh my god ,the barge is here to house illegal asylum seekers it can only house 550 , what a waste of money https://t.co/dbQ6ZLVMf1",Wed May 10 15:11:50 +0000 2023,freespeechmarty,5/10/23,,,,,oh god barge house illegal asylum seeker house waste money
2165,T2,1360893,1.47348e+18,@SecMayorkas @POTUS @DHSgov @fema Any plans to give relief to frontline healthcare workers suffering in decades of green card backlog. It’s been two years now we are tired and also tired of getting ignored.,Wed Dec 22 02:23:33 +0000 2021,frontline_in,12/21/21,,,,,plan give relief frontline healthcare worker suffering decade green card backlog two year tired also tired getting ignored
2166,T3,1519280,1.65433e+18,@raj_karnatak @arjunswritings If they can ease the travel for people already living in the US for decades on inhumane backlog there is hardly anyone in backlog who would want a green card.,Fri May 05 03:54:51 +0000 2023,frontline_in,5/4/23,,,,,ease travel people already living US decade inhumane backlog hardly anyone backlog would want green card
2167,T2,1342630,1.47967e+18,@DGlaucomflecken @Surgeon_General @Surgeon_General please recommend @POTUS to end decades of inhuman green card backlog for frontline healthcare workers. US is the only country tortures frontline healthcare workers with immigration brutality while everywhere else in the world they get rewarded.,Sat Jan 08 04:20:48 +0000 2022,frontline_in,1/7/22,,,,,please recommend end decade inhuman green card backlog frontline healthcare worker US country torture frontline healthcare worker immigration brutality everywhere else world get rewarded
2168,T4,76950,1.78148e+18,@karthikanant @AliMayorkas @HawleyMO @TheJusticeDept needs to investigate @USCIS regarding wrong doings against high skilled immigrants from India in EB2 and EB3 category,Sat Apr 20 00:11:21 +0000 2024,frontline_in,4/19/24,,,,,need investigate regarding wrong doings high skilled immigrant India EB EB category
2169,T3,1515803,1.6547e+18,@gsiskind This news could be good for high skilled immigrants. As good as news of Indian origin @VP would have kept her promising of fixing green card backlog. Although @VP never even talked about this issue forget about any fixing.,Sat May 06 03:50:58 +0000 2023,frontline_in,5/5/23,,,,,news could good high skilled immigrant good news indian origin would kept promising fixing green card backlog although never even talked issue forget fixing
2170,T2,1220313,1.4747e+18,@Marsh4LL1 @BigIssue Why is it that homeless veterans are to be helped yet homeless perceived migrants are to be harassed?,Sat Dec 25 11:23:32 +0000 2021,gailmarie1958,12/25/21,,,,,homeless veteran helped yet homeless perceived migrant harassed
2171,T4,405872,1.77695e+18,"@PeterStefanovi2 @cleggy261 It's amusing that many who support this also believe that we will become outnumbered by immigrants ok Muslims, while not realising that if their irrational and ridiculous claims of us becoming a Muslim country happened they have signed their right to go to a higher court 😉😂",Sun Apr 07 12:31:28 +0000 2024,gailmarie1958,4/7/24,,,,,amusing many support also believe become outnumbered immigrant ok Muslims realising irrational ridiculous claim u becoming Muslim country happened signed right go higher court
2172,T3,1510985,1.65636e+18,@miffythegamer @Paul68958640 How do they know they are refugees? 🤔🤔🤔,Wed May 10 17:52:22 +0000 2023,gailmarie1958,5/10/23,,,,,know refugee
2173,T2,1308736,1.47762e+18,"@OscarJ43943261 I have muted my thread,  got ridiculous and the mindset won't change, not interested in anything other then anti Muslim/immigrant mentality. Got the usual l am anti white, it's all covered up, no one talks about it, white men don't seek out Muslim girls to rape, muted their arses",Sun Jan 02 12:50:03 +0000 2022,gailmarie1958,1/2/22,,,,,muted thread got ridiculous mindset change interested anything anti Muslimimmigrant mentality Got usual l anti white covered one talk white men seek Muslim girl rape muted arses
2174,T3,1536751,1.6562e+18,"@dave43law Think the local elections showed them the ""will of the people"" and it isn't the refugees we want out but this despotic Tory government 🥰",Wed May 10 07:30:31 +0000 2023,gailmarie1958,5/10/23,,,,,think local election showed people refugee want despotic Tory government
2175,T2,1269685,1.47306e+18,@SuiKuet @fieryseahorse @LizMalafronte @aladetteinsane @ClassybelleRene The same mugs who are paying for economic migrants to be housed in4 star hotels.,Mon Dec 20 22:54:28 +0000 2021,geniousjeanny,12/20/21,,,,,mug paying economic migrant housed star hotel
2176,T2,1089996,1.47949e+18,@MouldsSylvia @CT129 @DianewasHR @RishiSunak @BorisJohnson It’s obvious that for many it’s better to be a migrant than to have been born in Britain.Funny old country.,Fri Jan 07 16:18:01 +0000 2022,geniousjeanny,1/7/22,,,,,obvious many better migrant born BritainFunny old country
2177,T2,1289878,1.47841e+18,"@duntrolynn @PetenShirl @ElspethMacpher7 As most immigrants will be housed and cared for,at the expense to taxpayers,in England,is it a grand master plan to water down Englishness.",Tue Jan 04 16:51:01 +0000 2022,geniousjeanny,1/4/22,,,,,immigrant housed cared forat expense taxpayersin Englandis grand master plan water Englishness
2178,T2,1274093,1.47294e+18,"@fieryseahorse @LizMalafronte @aladetteinsane @ClassybelleRene So who is paying the Bill for thousands of economic migrants to be housed in 4Star hotels,Father Christmas?",Mon Dec 20 14:50:46 +0000 2021,geniousjeanny,12/20/21,,,,,paying Bill thousand economic migrant housed Star hotelsfather Christmas
2179,T2,1130114,1.47841e+18,@_Richard_F__ @FlowersEnglish @PetenShirl I worked for over 50 years for what I have but migrants are being brought in and not having worked a day are handed the keys to a new life without so much as lifting a https://t.co/wP6e1iZx6r I angry? You bet I am.,Tue Jan 04 16:58:35 +0000 2022,geniousjeanny,1/4/22,,,,,worked year migrant brought worked day handed key new life without much lifting angry bet
2180,T2,1138519,1.47873e+18,"@jeff77531528 @Synyster63 @MissingBigDon @PennyLynn3 @Alan25_25 @HuntersArtWork @ReaIPatriots @TeekeeMon @Camille_Stone_ @SnoJustis @skeeduu @gruuv247 @MountainLiberal @EthanolFree90 @LisaNicholo @NanetteDonnelly @ConnieSueMesa @topleveltroll3 @MarkHoliday17 @RushvilleRockit @TeeterA5 @MinnesotaExpat @Jetson77 @instinctnaturel @cloudzzz757 @absurd_dad @furcopalypse @OnDaRight1 @BillTrumpWon @LadyOfTheOcean1 @Emma34770971 @TreatHunterDog @imvala @ItsBT50 @_No_Quarter_ @Angel_13_Rising @alshadowdancer @Argusarrow @MichaelRobison @GreenGuerilla1 @chriscr66024638 @jerbear714 @Grmpyii @amundston @InfectiousMasc1 @FactsB4Politics @Arizona_Sheriff @ThePoorMan95 @LarryWoolfolk2 @JackSpratCat How can you pass through numerous countries without asking for asylum till you get to America? 
🤔🤔🤔🤔",Wed Jan 05 14:13:26 +0000 2022,giddy_bunny,1/5/22,,,,,pas numerous country without asking asylum till get America
2181,T3,1519633,1.65397e+18,"@beerburp23 Oopsie! White Mayor!
Sanctuary city 👍 https://t.co/3ljFPYCAsu",Thu May 04 03:33:53 +0000 2023,giddy_bunny,5/3/23,,,,,Oopsie White Mayor Sanctuary city
2182,T4,585369,1.77822e+18,@Tapas1776 Sanctuary city,Thu Apr 11 00:14:56 +0000 2024,giddy_bunny,4/10/24,,,,,sanctuary city
2183,T2,1172587,1.48059e+18,"@Guydawson12 @BBCLauraKT You and your unicorns and your sunny uplands and your cheaper energy bills and your lower taxes and your fewer immigrants and your extra nurses and your new hospitals and your lower inflation and your higher wages for all...living the dream, literally. ;¬)",Mon Jan 10 17:21:46 +0000 2022,ginsinthefin,1/10/22,,,,,unicorn sunny upland cheaper energy bill lower tax fewer immigrant extra nurse new hospital lower inflation higher wage allliving dream literally
2184,T4,735917,1.78106e+18,@Catonaboat &lt;chuckle&gt; So true that only the BrexiTories would consider the chance to picket 'unaccompanied child migrants' as a 'honeytrap.',Thu Apr 18 20:55:25 +0000 2024,ginsinthefin,4/18/24,,,,,ltchucklegt true BrexiTories would consider chance picket unaccompanied child migrant honeytrap
2185,T4,199182,1.78058e+18,"@gt2andy @JerryGray9 @ElspethMacpher7 @andreajenkyns @SuellaBraverman @RobertJenrick Okay...but what about your assertion that 'shipping back' immigrants is a simple concept?

Perhaps you can explain how the govt should do it?",Wed Apr 17 13:04:24 +0000 2024,ginsinthefin,4/17/24,,,,,Okaybut assertion shipping back immigrant simple concept perhaps explain govt
2186,T3,1527355,1.65095e+18,@GolfSmiler @RobertN51219021 @stephenherron64 @witchural @Uhtrecq @WrenCobb @g_gosden @nebuchadne22er2 @VSanguinosa @sparks55776244 @StoneMunki @shanbwdn @dalejames77 So why did your great grandfather emigrate to England?,Tue Apr 25 19:54:43 +0000 2023,ginsinthefin,4/25/23,,,,,great grandfather emigrate England
2187,T4,561345,1.78036e+18,@Dean1926 @LBC @IainDale It would certainly speed-up the reunification of Ireland. Where will you emigrate?,Tue Apr 16 22:34:56 +0000 2024,ginsinthefin,4/16/24,,,,,would certainly speedup reunification Ireland Where emigrate
2188,T3,1569062,1.65588e+18,"In New York, a nonprofit helps Ukrainian refugees make a home https://t.co/yFN4UwlO3R @welcomeus @RefugeesinTowns @weareallusa @RefugeeCongress @RCUSA_DC @WelcomingUSA @NNIRRnetwork @USCRIdc @UpwardlyGlobal @NatImmForum https://t.co/atBdkmtkIK",Tue May 09 10:01:19 +0000 2023,globalcmrpt,5/9/23,,,,,New York nonprofit help ukrainian refugee make home
2189,T4,790646,1.78029e+18,"RT @nrc_rim @SwitchboardTa  Foundations of Mandatory Reporting for Refugee Service Providers Webinar, Apr 18 https://t.co/9oi4VMp1Xr @RCUSA_DC @USCRIdc @NatImmForum @MIRACoalition @NNIRRnetwork @RefugeeCongress https://t.co/24QTSnlF6H",Tue Apr 16 17:45:15 +0000 2024,globalcmrpt,4/16/24,,,,,RT Foundations Mandatory Reporting Refugee Service Providers Webinar Apr
2190,T4,533097,1.77486e+18,"RT @MigrationPolicy Connecting Immigrant Communities to Infant and Early Childhood Mental Health Services Webinar, Apr 5 https://t.co/wMEaRi4Jaw @nrc_rim @IILosAngeles @SwitchboardTa @RefugeeCongress @RCUSA_DC @NNIRRnetwork @MIRACoalition @USCRIdc https://t.co/pEe9NoA09E",Mon Apr 01 17:55:14 +0000 2024,globalcmrpt,4/1/24,,,,,RT Connecting Immigrant Communities Infant Early Childhood Mental Health Services Webinar Apr
2191,T4,240211,1.7799e+18,"Biden extends some immigrant work permits, potentially saving thousands of jobs https://t.co/hx3S0KKlhd @RefugeesinTowns @nrc_rim @SwitchboardTa @weareallusa @_cityofrefuge @RefugeeCongress @RCUSA_DC @interfaithimm @NNIRRnetwork @MIRACoalition https://t.co/x6aYFxhELc",Mon Apr 15 16:03:02 +0000 2024,globalcmrpt,4/15/24,,,,,Biden extends immigrant work permit potentially saving thousand job
2192,T2,1115691,1.47879e+18,"RT @gollnerfire @CaFireScience Tainted Grapes, Tainted Lungs: Extreme Wildfire Impacts to Undocumented Latino/a and Indigenous Migrants Webinar, Jan 11 https://t.co/JVHkf96D19 @FireScienceGOV @PauCostaF @Nature_Fire @RefugeesWelco10 @NACCHOalerts @ASTHO @HispanicFed https://t.co/d7sgf0e5Lx",Wed Jan 05 18:15:03 +0000 2022,globalcmrpt,1/5/22,,,,,RT Tainted Grapes Tainted Lungs Extreme Wildfire impact Undocumented Latinoa Indigenous Migrants Webinar Jan
2193,T2,1473605,1.47928e+18,"📈 @RBCGAMChiefEcon says immigration is set to be a positive influence on growth. Over the long run, the U.N. forecasts Canada's population growth through 2050 will exceed Germany and China, even the U.S. and India – largely thanks to immigration.
https://t.co/ZL6Bjky1nj https://t.co/WasY2hMo1A",Fri Jan 07 02:38:31 +0000 2022,globeandmail,1/6/22,,,,,say immigration set positive influence growth long run YOUN forecast Canadas population growth exceed Germany China even YOUS India largely thanks immigration
2194,T3,1525041,1.65634e+18,Biden restricts asylum access at Mexico border as Title 42 ends https://t.co/cL1VT6czwq,Wed May 10 16:39:34 +0000 2023,globeandmail,5/10/23,,,,,Biden restricts asylum access Mexico border Title end
2195,T2,1348950,1.48004e+18,Australia rushes to file defence of Novak Djokovic ban as court battle over deportation looms https://t.co/QJYU4Q4wsg,Sun Jan 09 05:11:05 +0000 2022,globeandmail,1/8/22,,,,,Australia rush file defence Novak Djokovic ban court battle deportation loom
2196,T2,1142431,1.478e+18,Migrant search in sea off Spain triggered after cries in dark https://t.co/HhFJ1TRCEi,Mon Jan 03 13:54:05 +0000 2022,globeandmail,1/3/22,,,,,migrant search sea Spain triggered cry dark
2197,T2,1347964,1.48015e+18,Australia rushes to file defence of Novak Djokovic ban as court battle over deportation looms https://t.co/g5sNU99riL,Sun Jan 09 12:15:04 +0000 2022,globeandmail,1/9/22,,,,,Australia rush file defence Novak Djokovic ban court battle deportation loom
2198,T3,1579771,1.65644e+18,Sanctuary State California: Accused Serial Killer Freed into U.S. at Border by Obama DHS https://t.co/12UEcmO6Dc via @BreitbartNews,Wed May 10 23:20:25 +0000 2023,gojeffie24,5/10/23,,,,,sanctuary State California accused Serial Killer Freed YOUS Border Obama DHS via
2199,T4,60488,1.7815e+18,Oklahoma House Passes Texas-Style State Immigration Bill https://t.co/45V0rDym8e via @BreitbartNews,Sat Apr 20 01:39:18 +0000 2024,gojeffie24,4/19/24,,,,,Oklahoma House pass TexasStyle State Immigration Bill via
2200,T2,1168938,1.47672e+18,"Italian Island With Population of 6,500 Saw 35,000 Migrant Arrivals in 2021 https://t.co/ZOilJ8ZAB6 via @BreitbartNews",Fri Dec 31 01:05:13 +0000 2021,gojeffie24,12/30/21,,,,,italian Island Population Saw Migrant Arrivals via
2201,T4,147902,1.78185e+18,10 Other Things Mike Johnson Wants To Fund Before The Border https://t.co/Xgi3OVuhQT via @TheBabylonBee,Sun Apr 21 01:09:45 +0000 2024,gojeffie24,4/20/24,,,,,thing Mike Johnson Wants Fund Border via
2202,T4,76016,1.78149e+18,Chicago Woman in MAGA Hat Unleashes on Mayor Over Immigrant Spending Plan: 'Use Our Tax Money for Our People!' via @WestJournalism https://t.co/MJlR400k8i,Sat Apr 20 00:53:39 +0000 2024,gojeffie24,4/19/24,,,,,Chicago Woman MAGA Hat Unleashes Mayor Over Immigrant Spending plan Use Tax money people via
2203,T2,1206752,1.47522e+18,Desperate staff buy pizza and roll mats for Channel migrants https://t.co/dbgbj4CuPX @MailOnline,Sun Dec 26 21:52:15 +0000 2021,grancake,12/26/21,,,,,desperate staff buy pizza roll mat Channel migrant
2204,T3,1537434,1.65634e+18,Inside giant barge that will house 500 migrants who arrive in Britain https://t.co/jxOIuWPAiu @MailOnline,Wed May 10 16:36:45 +0000 2023,grancake,5/10/23,,,,,Inside giant barge house migrant arrive Britain
2205,T4,262807,1.78124e+18,@Olgachristie @MailOnline Must work to keep illegals in the life they have become accustomed to,Fri Apr 19 08:15:19 +0000 2024,grancake,4/19/24,,,,,Must work keep illegals life become accustomed
2206,T4,585474,1.78208e+18,Afghan asylum-seeker who was put up in a Home Office hotel is jailed for carrying a drunk woman… https://t.co/tpi5hPsRjN @MailOnline,Sun Apr 21 16:28:46 +0000 2024,grancake,4/21/24,,,,,Afghan asylumseeker put Home Office hotel jailed carrying drunk woman
2207,T4,119377,1.78098e+18,There is a resounding “NO” coming from the Irish People in relation to immigration.. #ireland has had enough.! The country is at saturation point and our ancient heritage and culture is at risk as well as the safety and security of the Irish People…!,Thu Apr 18 15:38:05 +0000 2024,greenshame,4/18/24,,,,,resounding NO coming irish people relation immigration ireland enough country saturation point ancient heritage culture risk well safety security irish people
2208,T4,427235,1.7766e+18,"At #dublinairport greedy immigrant taxi drivers refuse to provide service to an Irish child in a wheelchair, the refusal is “inherently racist” and “inherently discriminatory”.",Sat Apr 06 13:12:44 +0000 2024,greenshame,4/6/24,,,,,dublinairport greedy immigrant taxi driver refuse provide service irish child wheelchair refusal inherently racist inherently discriminatory
2209,T4,564654,1.78211e+18,@AlacoqueMaguire There is no war in Ukraine and no Ukrainian refugees….,Sun Apr 21 18:01:07 +0000 2024,greenshame,4/21/24,,,,,war Ukraine ukrainian refugee
2210,T4,118627,1.78099e+18,Somebody should tell Sinn Fein that a United Ireland is pointless if we end up looking like the U.K. as immigration is out of control…! #irelandisfull,Thu Apr 18 15:54:31 +0000 2024,greenshame,4/18/24,,,,,somebody tell Sinn Fein United Ireland pointless end looking like YOUK immigration control irelandisfull
2211,T4,364751,1.77766e+18,"@RealIrishCONS Vast majority of illegal immigrants arriving from U.K. for benefits e.g. cash, accommodation free healthcare &amp; education..! The Irish/U.K. CTA is being abused as foreign immigrants travel back &amp; forward without ID..!",Tue Apr 09 11:21:09 +0000 2024,greenshame,4/9/24,,,,,vast majority illegal immigrant arriving YOUK benefit eg cash accommodation free healthcare amp education IrishYOUK CTA abused foreign immigrant travel back amp forward without ID
2212,T4,11051,1.78211e+18,"Just watched retail static guards play on their phones for a good hour, no communication skill especially when asked to produce PSA licences, one guy forget his at home.! Why are unvetted unskilled immigrants given these paid roles if not fit for purpose.! https://t.co/WxSg3nXpaY",Sun Apr 21 18:29:33 +0000 2024,greenshame,4/21/24,,,,,watched retail static guard play phone good hour communication skill especially asked produce PSA licence one guy forget home unvetted unskilled immigrant given paid role fit purpose
2213,T4,487953,1.77559e+18,@BGatesIsaPyscho The vast majority of immigrants to Ireland are unidentifiable and unvetted… this a disaster for Ireland.!,Wed Apr 03 18:26:31 +0000 2024,greenshame,4/3/24,,,,,vast majority immigrant Ireland unidentifiable unvetted disaster Ireland
2214,T2,1303098,1.47107e+18,@caulmick @ciananbrennan @irishexaminer The whole asylum system is a farce in Ireland from the applicants to the providers.!!! It’s an insult to the taxpayers of Ireland.!!!,Wed Dec 15 10:34:25 +0000 2021,greenshame,12/15/21,,,,,whole asylum system farce Ireland applicant provider insult taxpayer Ireland
2215,T4,150037,1.78099e+18,"@ThoughtsToby The Irish are arguing amongst themselves as economic immigrants and bogus asylum seekers flaunt Irish hospitality and kindness… how did this guy come to be in Ireland, he provides nothing of value, is he employed or is he grifting like many foreigners to Ireland.!",Thu Apr 18 15:48:57 +0000 2024,greenshame,4/18/24,,,,,Irish arguing amongst economic immigrant bogus asylum seeker flaunt irish hospitality kindness guy come Ireland provides nothing value employed grifting like many foreigner ireland
2216,T4,384879,1.7773e+18,"@DoubtinJoe Nigerians in Japan are mostly illegal immigrants, visa overstayers hanging around seedy areas of Tokyo, doing what they do, drug dealing, cheating &amp; defrauding tourists.! https://t.co/2G5KcqAA06",Mon Apr 08 11:52:29 +0000 2024,greenshame,4/8/24,,,,,nigerian Japan mostly illegal immigrant visa overstayers hanging around seedy area Tokyo drug dealing cheating amp defrauding tourist
2217,T4,423535,1.77665e+18,"Africans in Ireland…1996, the facts.! The first mass-migration of Africans to Ireland comprised Nigerians from the U.K. They came with the intention of extending their UK visas &amp; then returning, the ones who failed stayed in Ireland as illegal immigrants..! #irelandisfull",Sat Apr 06 16:24:51 +0000 2024,greenshame,4/6/24,,,,,african Ireland fact first massmigration Africans Ireland comprised Nigerians YOUK came intention extending UK visa amp returning one failed stayed Ireland illegal immigrant irelandisfull
2218,T4,486783,1.7756e+18,"Almost 200,000 immigrants came here &amp; stayed in just 6 years, says the CSO | Page 220 | https://t.co/H5oNGhuloa #ireland https://t.co/2GHwCxeI4v",Wed Apr 03 19:10:12 +0000 2024,greenshame,4/3/24,,,,,almost immigrant came amp stayed year say CSO Page ireland
2219,T4,379918,1.77737e+18,@Desmond22595685 Why are illegal immigrants to Ireland causing unrest…,Mon Apr 08 16:18:03 +0000 2024,greenshame,4/8/24,,,,,illegal immigrant Ireland causing unrest
2220,T4,469959,1.77588e+18,"@patricej36 Many of the immigrants to Ireland are unidentifiable or use false documentation, County councils in Dublin are housing these illegal immigrants…!",Thu Apr 04 13:20:01 +0000 2024,greenshame,4/4/24,,,,,many immigrant Ireland unidentifiable use false documentation County council Dublin housing illegal immigrant
2221,T4,151955,1.78071e+18,@243_cal Ireland is becoming ridiculous as Nigerians are checking passports and Brazilians are security at Dublin Airport and the actual Irish Police Force are harassing old aged Irish pensioners protesting immigration..!,Wed Apr 17 21:41:05 +0000 2024,greenshame,4/17/24,,,,,Ireland becoming ridiculous Nigerians checking passport brazilian security Dublin Airport actual Irish Police Force harassing old aged irish pensioner protesting immigration
2222,T4,86812,1.78128e+18,Nigerian gangs trafficking children into Ireland for sex #ireland #mcentee #immigration https://t.co/zuKZjIYTLd,Fri Apr 19 11:28:28 +0000 2024,greenshame,4/19/24,,,,,nigerian gang trafficking child Ireland sex ireland mcentee immigration
2223,T4,469735,1.77588e+18,"#ireland has serious national security issues when unidentifiable immigrants flow from the U.K. without any identity checks.! This is causing problems since 2002, failed asylum seekers, visa overstayers, foreign criminals &amp; anchor babies were highlighted.! https://t.co/jjLrIVEAzI",Thu Apr 04 13:32:05 +0000 2024,greenshame,4/4/24,,,,,ireland serious national security issue unidentifiable immigrant flow YOUK without identity check causing problem since failed asylum seeker visa overstayers foreign criminal amp anchor baby highlighted
2224,T4,427849,1.77659e+18,@gearoidmurphy_ @BriKi The People of Ireland will soon find themselves applying for International Protection in safer European countries as Ireland continues to be flooded with foreign immigrants… Irish politicians should be jailed.!,Sat Apr 06 12:34:21 +0000 2024,greenshame,4/6/24,,,,,People Ireland soon find applying International Protection safer european country Ireland continues flooded foreign immigrant irish politician jailed
2225,T4,486159,1.77561e+18,@joseletemuniz This is a constitutional matter… government can’t just decide to allow voting rights to any auld immigrant.!,Wed Apr 03 19:29:53 +0000 2024,greenshame,4/3/24,,,,,constitutional matter government decide allow voting right auld immigrant
2226,T4,444421,1.77628e+18,"@FrankConway2025 No benefits to Ireland from this immigration, quite the opposite, No legal obligation to continue with immigration and no security or control of immigrants entering Ireland… Official Ireland are gaslighters, liars and disingenuous fools..!",Fri Apr 05 15:45:53 +0000 2024,greenshame,4/5/24,,,,,benefit ireland immigration quite opposite No legal obligation continue immigration security control immigrant entering Ireland Official Ireland gaslighters liar disingenuous fool
2227,T4,523917,1.7751e+18,Why are the Irish Government and County Councils housing Non EU foreign immigrants and bogus asylum seekers coming from other European countries where they have lived for may years..! #IrelandisFull,Tue Apr 02 09:54:10 +0000 2024,greenshame,4/2/24,,,,,irish Government County Councils housing Non EU foreign immigrant bogus asylum seeker coming european country lived may year irelandisfull
2228,T4,365999,1.77763e+18,"LAURA PERRINS: ""it is immoral to compare the Irish emigrants of the past, to the immigrants into Ireland today. The two situations are not historically comparable in the least.""

https://t.co/IGouhb6BDl",Tue Apr 09 09:45:31 +0000 2024,griptmedia,4/9/24,,,,,LAURA PERRINS immoral compare irish emigrant past immigrant Ireland today two situation historically comparable least
2229,T4,689869,1.78127e+18,"REVEALED: More than 10,000 people arrived in the state with false or no documentation since January 2022 - with most then claiming asylum. MATT TREACY says new data shows the largest numbers arriving are from the following countries:

https://t.co/cd60QER9gb",Fri Apr 19 10:40:31 +0000 2024,griptmedia,4/19/24,,,,,revealed people arrived state false documentation since January claiming asylum MATT TREACY say new data show largest number arriving following country
2230,T4,757167,1.78093e+18,"A failed asylum seeker whose deportation was blocked after cabin crew stopped his repatriation flight from leaving the UK has pleaded guilty to the rape of a 15-year-old girl.

He was once photographed holding a sign reading, ""Migrants are not criminals.""

https://t.co/pc2zlU1IpP",Thu Apr 18 11:56:06 +0000 2024,griptmedia,4/18/24,,,,,failed asylum seeker whose deportation blocked cabin crew stopped repatriation flight leaving UK pleaded guilty rape yearold girl photographed holding sign reading migrant criminal
2231,T3,1551754,1.656e+18,"Carol Nolan TD, has quoted ‘senior Fine Gael sources’ as saying areas in rural Ireland are ‘ready to explode’ because they are being ‘turned into economic ghettos”,  with hotels ‘full of refugees wandering around main streets without a penny to spend’.

https://t.co/lUPsI0bRcX",Tue May 09 18:32:05 +0000 2023,griptmedia,5/9/23,,,,,Carol Nolan TD quoted senior Fine Gael source saying area rural Ireland ready explode turned economic ghetto hotel full refugee wandering around main street without penny spend
2232,T4,749845,1.78098e+18,"Kerry independent candidate Michelle Keane says she received an “intimidating” phone call from Gardaí after she expressed her “opinion” over Ireland’s asylum system in social media posts.

https://t.co/0WIcFgMr6B",Thu Apr 18 15:05:13 +0000 2024,griptmedia,4/18/24,,,,,Kerry independent candidate Michelle Keane say received intimidating phone call Garda expressed opinion Irelands asylum system social medium post
2233,T2,1352266,1.47635e+18,@MGImmigration @JuanSaaa @USCIS @TravelGov How can each blame the other when both agencies are on the same correspondence?,Thu Dec 30 00:47:48 +0000 2021,gsiskind,12/29/21,,,,,blame agency correspondence
2234,T2,1437811,1.48037e+18,Anne's one of my favorite Australian immigration lawyers. I'll be interested in her comments on this case.,Mon Jan 10 02:56:55 +0000 2022,gsiskind,1/9/22,,,,,Annes one favorite australian immigration lawyer interested comment case
2235,T2,1346459,1.47861e+18,"""Develop an updated strategy for digitizing all benefits
work and tracking the outcome of improving case processing times, including a
detailed funding plan, in accordance with the Emergency Stopgap USCIS
Stabilization Act."" This is pretty important.",Wed Jan 05 06:01:14 +0000 2022,gsiskind,1/4/22,,,,,develop updated strategy digitizing benefit work tracking outcome improving case processing time including detailed funding plan accordance Emergency Stopgap USCIS Stabilization Act pretty important
2236,T2,1366606,1.47116e+18,"@DillonColucci @ImmAttyBanias @Monica4America @USCIS You have the data. The 2nd and 3rd lotteries (and soon a 4th) are happening because a huge percentage of people being selected have already filed H-1Bs in the previous selections. @uscis had to pull 16,000 more people in the 3rd lottery because of this phenomenon.",Wed Dec 15 16:54:49 +0000 2021,gsiskind,12/15/21,,,,,data nd rd lottery soon th happening huge percentage people selected already filed HBs previous selection pull people rd lottery phenomenon
2237,T2,1487876,1.47883e+18,@ReichlinMelnick I’m not even sure base GOP members care that much about legal immigration.,Wed Jan 05 21:01:28 +0000 2022,gsiskind,1/5/22,,,,,even sure base GOP member care much legal immigration
2238,T2,1175181,1.4774e+18,Priti Patel vows to curb eco protests and asylum appeals in 2022 https://t.co/bgOxHwRlNq,Sat Jan 01 22:20:17 +0000 2022,guardian,1/1/22,,,,,Priti Patel vow curb eco protest asylum appeal
2239,T2,1473568,1.47928e+18,Park Hotel immigration detainee speaks about Novak Djokovic's treatment – video https://t.co/Vaf7pHVLix,Fri Jan 07 02:46:10 +0000 2022,guardian,1/6/22,,,,,Park Hotel immigration detainee speaks Novak Djokovics treatment video
2240,T2,1252546,1.47956e+18,Refugee detained in same hotel as Novak Djokovic speaks about situation – video https://t.co/z1oqlGRbBD,Fri Jan 07 20:59:03 +0000 2022,guardian,1/7/22,,,,,Refugee detained hotel Novak Djokovic speaks situation video
2241,T2,1265395,1.47338e+18,Asylum seekers drowned in dinghy shipwreck named by BBC https://t.co/2UtAdAHJ4p,Tue Dec 21 19:33:20 +0000 2021,guardian,12/21/21,,,,,Asylum seeker drowned dinghy shipwreck named BBC
2242,T2,1191854,1.47661e+18,Trapped at Europe’s door: inside Belarus’s makeshift asylum dormitory https://t.co/sGYyfbuz15,Thu Dec 30 17:59:22 +0000 2021,guardian,12/30/21,,,,,trapped Europes door inside Belaruss makeshift asylum dormitory
